"Location,""Name"",""Type"",""Info"",""Category"",""Rating"",""Tags"",""Number of places"",""Price"""
"37.2374 115.8034,""Car&Go"",""Мотель"",""2, ул. Роторная, телефон +79128394822"",2,4.2,""#cashless"",30,""1000 одноместный, 1300 двухместный"""
"37.2334 115.8090,""Лилия"",""Хостел"",""14, ул. Баумана, телефон 2882838"",2,4.5,""#cashless"",12,""500 ночь"""
"37.2374 115.8090,""Татарстан"",""Гостиница"",""12, ул. Петербургская, телефон 2302299"",4,4.7,""#forkids #cashless "",50,""1500 одноместный, 2300 двухместный """
"37.2374 115.8010,@Зилант,@гостиница,@420141, Казань, Юлиуса Фучика, 82,  +7 (843) 275-02-44;+7 (843) 275-02-53; ,@5,@3,6886321517382,@#forkids #cashless,@92,@1266 одноместный, 1766 двухместный"
"37.2374 115.11848,@Омега,@отель,@423458, Альметьевск, Ленина, 1а,  +7 (8553) 45-37-51; +7-917-867-69-24,@3,@3,48676071372725,@#cashless,@94,@955 одноместный, 1455 двухместный"
"37.2374 115.11949,@Снежинка,@база отдыха,@423465, Альметьевск, Поташно-Полянское лесничество, 30,  +7 (8553) 31-23-00;+7 (8553) 38-67-57; ,@2,@1,0439244392897,@#cashless,@119,@625 одноместный, 1125 двухместный"
"37.2374 115.12050,@Зилант,@отель,@424006, Йошкар-Ола, Деповская, 20,  +7 (843) 275-02-44;+7 (843) 275-02-53; ,@4,@1,78007543120838,@#cashless,@30,@741 одноместный, 1241 двухместный"
"37.2374 115.12151,@Маяк,@отель,@424003, Йошкар-Ола, Суворова, 12а,  +7 (84371) 5-07-45;+7 (84371) 5-14-06;+7 (84371) 5-14-39; ,@5,@2,69966079861793,@#cashless,@132,@1661 одноместный, 2161 двухместный"
"37.2374 115.12252,@Залесный,@отель,@424002, Йошкар-Ола, Якова Эшпая, 156а,  +7 (843) 555-95-35; ,@5,@1,38456021218369,@#cashless,@34,@1218 одноместный, 1718 двухместный"
"37.2374 115.12353,@Сити Хостел Казань,@гостиница,@424003, Йошкар-Ола, Ленинский проспект, 68,  +7 (843) 514-88-98; +7-987-225-85-92,@3,@1,29487391183702,@#cashless,@34,@1725 одноместный, 2225 двухместный"
"37.2374 115.12454,@Ял,@отель,@424007, Йошкар-Ола, Строителей, 95 к103,  +7 (843) 277-62-68;8-800-250-62-68; ,@5,@2,76797773333519,@#cashless,@134,@1278 одноместный, 1778 двухместный"
"37.2374 115.12555,@Ял на Калинина,@гостиница,@424031, Йошкар-Ола, Чехова, 70,  +7 (843) 238-32-32; +7-966-250-23-14,@2,@2,72023044279914,@#cashless,@81,@956 одноместный, 1456 двухместный"
"37.2374 115.12656,@Ryan Johnson,@гостиница,@424003, Йошкар-Ола, Зарубина, 35,  +7 (843) 210-16-45; ,@3,@3,37857198067006,@#cashless,@44,@1019 одноместный, 1519 двухместный"
37.2374 115.12757,@Sibgat Apartments,@база отдыха,@424004, Йошкар-Ола, Льва Толстого, 60,  +7-987-225-07-26,@5,@3,98481164229171,@#cashless,@114,@1971 одноместный, 2471 двухместный
"37.2374 115.12858,@Ирбис Транзит,@отель,@424007, Йошкар-Ола, Строителей, 54г,  +7 (843) 260-39-39; ,@5,@3,65370456624474,@#cashless,@18,@725 одноместный, 1225 двухместный"
"37.2374 115.12959,@Арго,@хостел,@424006, Йошкар-Ола, Строителей, 110,  +7 (843) 259-86-84; +7-960-048-21-50,@2,@2,24887926934285,@#cashless,@24,@2420 одноместный, 2920 двухместный"
"37.2374 115.13060,@Первый Поезд,@хостел,@426052, Ижевск, Чернышевского, 24,  +7 (8362) 39-72-76;+7 (8362) 43-80-43; ,@3,@3,11477787590639,@#cashless,@15,@2201 одноместный, 2701 двухместный"
"37.2374 115.13161,@Рубин,@хостел,@426049, Ижевск, Гагарина, 67,  +7 (8362) 45-53-04;+7 (8362) 68-32-23; ,@4,@1,80606360048541,@#cashless,@125,@1565 одноместный, 2065 двухместный"
"37.2374 115.13262,@Семейный чемодан,@гостиница,@426028, Ижевск, Колхозная, 1,  +7 (8362) 30-40-11;+7 (8362) 30-40-33; ,@1,@2,4695062214731,@#cashless,@54,@638 одноместный, 1138 двухместный"
37.2374 115.13363,@Семейный чемодан,@гостиничный комплекс,@426009, Ижевск, Ухтомского, 26,  +7-937-935-29-40,@5,@3,53063560112542,@#cashless,@15,@1631 одноместный, 2131 двухместный
37.2374 115.13464,@Комфорт,@отель,@426011, Ижевск, Майская, 35а,  +7-987-734-98-08,@1,@3,28524127021253,@#cashless,@21,@1931 одноместный, 2431 двухместный
37.2374 115.13565,@Хостел на Чехова,@база отдыха,@426008, Ижевск, Щорса, 107,  +7-917-071-33-100,@1,@3,14625081648435,@#cashless,@86,@1075 одноместный, 1575 двухместный
"37.2374 115.13666,@Сайвер,@гостиничный комплекс,@426003, Ижевск, Карла Маркса, 124,  +7 (8362) 386-886;+7 (8362) 386-996; ,@2,@1,39224123465559,@#cashless,@40,@1450 одноместный, 1950 двухместный"
"37.2374 115.13767,@Arabica,@хостел,@426021, Ижевск, Живсовхозная, 23а,  +7 (8362) 33-02-10; +7-927-883-02-11,@1,@1,60589681355114,@#cashless,@33,@1002 одноместный, 1502 двухместный"
"37.2374 115.13868,@Flat-Luxe,@гостиница,@426063, Ижевск, Ленина, 94а,  +7 (8362) 50-77-77;+7 (8362) 51-55-55; ,@1,@1,00718951962607,@#cashless,@56,@1900 одноместный, 2400 двухместный"
"37.2374 115.13969,@MariLand,@мини-отель,@426054, Ижевск, Полевская, 2,  +7 (8362) 404-405; ,@3,@1,15536567962012,@#cashless,@108,@1074 одноместный, 1574 двухместный"
"37.2374 115.14070,@Голубой вагон,@отель,@426052, Ижевск, Чернышевского, 24,  +7 (3412) 37-95-66; +7-922-515-56-25,@5,@1,93535736644351,@#cashless,@7,@546 одноместный, 1046 двухместный"
"37.2374 115.14171,@Охотничий рай,@апарт-отель,@426049, Ижевск, Гагарина, 67,  +7 (3412) 64-72-33; ,@1,@1,68770246248812,@#cashless,@14,@669 одноместный, 1169 двухместный"
"37.2374 115.14272,@Премьер-Отель,@гостиничный комплекс,@426028, Ижевск, Колхозная, 1,  +7 (3412) 42-33-00;+7 (3412) 42-42-25; ,@5,@2,17466828846305,@#cashless,@46,@1631 одноместный, 2131 двухместный"
37.2374 115.14373,@Perina,@гостиница,@424004, Йошкар-Ола, Льва Толстого, 60,  +7-919-919-99-56,@4,@2,76001073591712,@#cashless,@59,@725 одноместный, 1225 двухместный
"37.2374 115.14474,@Околица,@гостиница,@424007, Йошкар-Ола, Строителей, 54г,  +7 (3412) 71-01-83;+7 (3412) 71-55-08; ,@4,@2,63287443430784,@#cashless,@75,@764 одноместный, 1264 двухместный"
"37.2374 115.14575,@Номер-ок,@база отдыха,@424006, Йошкар-Ола, Строителей, 110,  +7 (3412) 55-66-00; ,@2,@2,96224152329282,@#cashless,@47,@1902 одноместный, 2402 двухместный"
"37.2374 115.14676,@Мумы Дор,@отель,@424007, Йошкар-Ола, Строителей, 54г,  +7 (3412) 77-57-14; +7-922-687-15-95,@1,@3,03536834021035,@#cashless,@108,@568 одноместный, 1068 двухместный"
"37.2374 115.14777,@На нас,@хостел,@424006, Йошкар-Ола, Строителей, 1,  +7 (3412) 77-28-81; ,@5,@1,75062356244508,@#cashless,@92,@1530 одноместный, 2030 двухместный"
"37.2374 115.14878,@Мир,@хостел,@423450, Альметьевск, Шевченко, 48,  +7 (3412) 91-33-55; ,@3,@3,29136984398901,@#cashless,@80,@733 одноместный, 1233 двухместный"
"37.2374 115.14979,@Камин,@хостел,@423452, Альметьевск, Ленина, 32,  +7 (3412) 61-06-81; +7-904-316-83-01,@5,@3,72851796971567,@#cashless,@77,@687 одноместный, 1187 двухместный"
"37.2374 115.15080,@Восход,@гостиница,@423458, Альметьевск, Ризы Фахретдина, 32,  +7 (8553) 30-01-11; +7-987-402-46-57,@2,@2,22727944354757,@#cashless,@14,@1136 одноместный, 1636 двухместный"
"37.2374 115.15181,@Нефтяник,@гостиница,@423450, Альметьевск, Тимирязева, 17,  +7 (8553) 37-07-19;+7 (8553) 37-07-23; ,@2,@1,10429155254299,@#cashless,@63,@1273 одноместный, 1773 двухместный"
"37.2374 115.15282,@DE LUXE,@отель,@423461, Альметьевск, Шевченко, 25,  +7 (8553) 43-97-97; +7-902-715-44-45,@1,@2,52155689943293,@#cashless,@60,@1009 одноместный, 1509 двухместный"
"37.2374 115.15383,@Viardo,@база отдыха,@423458, Альметьевск, Шевченко, 9,  +7 (8553) 43-90-34; ,@5,@3,01873108252764,@#cashless,@23,@2119 одноместный, 2619 двухместный"
"37.2374 115.15484,@Визит,@гостиница,@423450, Альметьевск, Ризы Фахретдина, 100,  +7 (8553) 33-68-30; ,@2,@2,01344629467721,@#cashless,@24,@1811 одноместный, 2311 двухместный"
"37.2374 115.15585,@Ель,@база отдыха,@423450, Альметьевск, Объездной тракт, 77,  +7 (8553) 424-000; +7-939-310-40-01,@3,@1,6547076623656,@#cashless,@41,@1607 одноместный, 2107 двухместный"
"37.2374 115.15686,@Жара,@отель,@423458, Альметьевск, Ленина, 1а,  +7 (8553) 40-32-32; +7-904-769-88-56,@1,@1,30235840298049,@#cashless,@33,@805 одноместный, 1305 двухместный"
37.2374 115.15787,@Нарат,@отель,@423465, Альметьевск, Поташно-Полянское лесничество, 30,  +7-950-320-03-38,@2,@3,17167113711012,@#cashless,@92,@1106 одноместный, 1606 двухместный
"37.2374 115.15888,@Омега,@отель,@424007, Йошкар-Ола, Строителей, 95 к103,  +7 (8553) 45-37-51; +7-917-867-69-25,@3,@3,64234241265233,@#cashless,@122,@2195 одноместный, 2695 двухместный"
"37.2374 115.15989,@Снежинка,@гостиница,@424031, Йошкар-Ола, Чехова, 70,  +7 (8553) 31-23-00;+7 (8553) 38-67-57; ,@1,@3,26337778741699,@#cashless,@114,@1760 одноместный, 2260 двухместный"
"37.2374 115.16090,@Мумы Дор,@отель,@424003, Йошкар-Ола, Зарубина, 35,  +7 (843) 275-02-44;+7 (843) 275-02-53; ,@3,@1,11437695697275,@#cashless,@111,@1801 одноместный, 2301 двухместный"
"37.2374 115.16191,@На нас,@гостиница,@424004, Йошкар-Ола, Льва Толстого, 60,  +7 (84371) 5-07-45;+7 (84371) 5-14-06;+7 (84371) 5-14-39; ,@5,@1,35315236069548,@#cashless,@53,@2045 одноместный, 2545 двухместный"
"37.2374 115.16292,@Мир,@гостиница,@424007, Йошкар-Ола, Строителей, 54г,  +7 (843) 555-95-35; ,@5,@1,57100051702597,@#cashless,@76,@1005 одноместный, 1505 двухместный"
"37.2374 115.16393,@Камин,@база отдыха,@422544, Зеленодольск, Рогачёва, 34Б к1,  +7 (843) 514-88-98; +7-987-225-85-93,@2,@2,45825125723054,@#cashless,@42,@697 одноместный, 1197 двухместный"
"37.2374 115.16494,@Восход,@отель,@420076, Казань, Залесная, 5,  +7 (843) 277-62-68;8-800-250-62-68; ,@2,@3,79369805028373,@#cashless,@133,@1926 одноместный, 2426 двухместный"
"37.2374 115.16595,@Нефтяник,@хостел,@420107, Казань, Островского, 67,  +7 (843) 238-32-32; +7-966-250-23-15,@4,@2,48923162232718,@#cashless,@86,@1896 одноместный, 2396 двухместный"
"37.2374 115.16696,@DE LUXE,@хостел,@420059, Казань, Оренбургский тракт, 20,  +7 (843) 210-16-45; ,@4,@3,54954324035361,@#cashless,@127,@1730 одноместный, 2230 двухместный"
37.2374 115.16797,@Viardo,@хостел,@420043, Казань, Калинина, 69,  +7-987-225-07-27,@5,@1,8776505426328,@#cashless,@102,@1408 одноместный, 1908 двухместный
"37.2374 115.16898,@Визит,@гостиница,@420030, Казань, Урицкого, 15,  +7 (843) 260-39-39; ,@5,@1,68384838881711,@#cashless,@108,@1564 одноместный, 2064 двухместный"
"37.2374 115.16999,@Ель,@гостиничный комплекс,@421001, Казань, Алексея Козина, 3а,  +7 (843) 259-86-84; +7-960-048-21-51,@1,@1,06469321451925,@#cashless,@132,@1807 одноместный, 2307 двухместный"
"37.2374 115.170100,@Жара,@отель,@421001, Казань, Алексея Козина, 77,  +7 (8362) 39-72-76;+7 (8362) 43-80-43; ,@5,@2,21981856235125,@#cashless,@18,@1768 одноместный, 2268 двухместный"
